"","X1","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"51323",51323,"CERTIFIED","INSITE CLINICAL RESEARCH, LLC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",45136,2016,"DESOTO, TEXAS",NA,NA
"51324",51324,"CERTIFIED","GANNETT CO. INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","QUANTITATIVE ANALYST","Y",75650,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"51325",51325,"DENIED","ADMINISTRATIVE CLAIM SERVICE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",59072,2016,"WAKEFIELD, MASSACHUSETTS",-71.0723391,42.5039395
"51326",51326,"CERTIFIED","ENERGY PROSPECTING TECHNOLOGY USA INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",40331.2,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
"51327",51327,"CERTIFIED","DASSAULT SYSTEMES AMERICAS CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR BUSINESS PROCESS ANALYST","Y",90563,2016,"WALTHAM, MASSACHUSETTS",-71.2356113,42.3764852
"51328",51328,"CERTIFIED","NEXSYS INTERNATIONAL, LC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING RESEARCH ANALYST","N",50939.2,2016,"AVENTURA, FLORIDA",-80.1392121,25.9564812
"51329",51329,"CERTIFIED","HP INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CATEGORY MANAGEMENT REPRESENTATIVE","Y",119144,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"51330",51330,"CERTIFIED","THE BOSTON CONSULTING GROUP, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR KNOWLEDGE ANALYST - DIGITAL HEALTHCARE","Y",76960,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"51331",51331,"CERTIFIED","LEMAR DESIGN & CONSTRUCTION CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST II","N",44678,2016,"MCALLEN, TEXAS",-98.2300124,26.2034071
"51332",51332,"CERTIFIED","BELLCO CAPITAL, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","Y",90605,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"51333",51333,"DENIED","CG42, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ANALYST","N",54829,2016,"WILTON, CONNECTICUT",-73.4378988,41.1953739
"51334",51334,"CERTIFIED","BBDO USA, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51335",51335,"CERTIFIED","ABBVIE INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR ANALYST, MARKET RESEARCH","N",51355,2016,"METTAWA, ILLINOIS",-87.9259058,42.2333571
"51336",51336,"CERTIFIED","BILL &AMP; MELINDA GATES FOUNDATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE PROGRAM OFFICER, WATER, SANITATION AND HYGIENE","Y",84198,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"51337",51337,"CERTIFIED","EFFY & CO., INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKET RESEARCH ANALYST","N",51750,2016,"KETCHIKAN, ALASKA",NA,NA
"51338",51338,"CERTIFIED","ADVANCE APPARELS INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51339",51339,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER JC50 - MARKET RESEARCH ANALYSTS","Y",80933,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"51340",51340,"CERTIFIED","EFFY & CO., INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKET RESEARCH ANALYST","N",46675,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51341",51341,"WITHDRAWN","NAVITAS USA HOLDINGS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING OFFICER","N",45760,2016,"LOWELL, MASSACHUSETTS",-71.3161718,42.6334247
"51342",51342,"CERTIFIED","RELO REDAC, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","RESIDENTIAL MARKETING SPECIALIST","N",37149,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"51343",51343,"CERTIFIED","ICONX BRAND GROUP LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING AND BUSINESS DEVELOPMENT ASSOCIATE","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51344",51344,"CERTIFIED-WITHDRAWN","MATTEL HQ, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PROJECT MANAGER","N",54974,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
"51345",51345,"CERTIFIED","SET MANAGEMENT LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","STRATEGIST","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51346",51346,"CERTIFIED","NEW LIFE SOLUTION, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ASSOCIATE","Y",76960,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"51347",51347,"CERTIFIED","THE ABERDEEN GROUP, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","RESEARCH DIRECTOR, CONTACT CENTER & CEM","Y",94827,2016,"WALTHAM, MASSACHUSETTS",-71.2356113,42.3764852
"51348",51348,"CERTIFIED","INTERNATIONAL PAPER","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",46280,2016,"MEMPHIS, TENNESSEE",-90.0489801,35.1495343
"51349",51349,"CERTIFIED","ARCELORMITTAL USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR ANALYST - STRATEGIC MARKETING","N",51480,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"51350",51350,"CERTIFIED","SOURCE HEALTHCARE ANALYTICS, LLC, A SYMPHONY HEALTH SOLUTIONS COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRINCIPAL, BRAND ANALYTICS","Y",78354,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"51351",51351,"CERTIFIED","SELF DOCTOR CARE, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",37024,2016,"FORT WORTH, TEXAS",-97.3307658,32.7554883
"51352",51352,"CERTIFIED","KWAI AT TYSONS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYSST","N",43035.2,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"51353",51353,"CERTIFIED","RECKITT BENCKISER LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BRAND MANAGER, INNOVATION","Y",80870,2016,"PARSIPPANY, NEW JERSEY",-74.4173877,40.8652865
"51354",51354,"CERTIFIED","AMERICAN DENTAL MANAGEMENT, P.C.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING & COMMUNICATIONS SPECIALIST","N",40664,2016,"FORT WASHINGTON, PENNSYLVANIA",-75.1926937,40.1416782
"51355",51355,"CERTIFIED","AUTEC INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYTICS SPECIALIST","N",37149,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"51356",51356,"CERTIFIED","APTEAN, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ACCOUNT EXECUTIVE","N",54974,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
"51357",51357,"CERTIFIED-WITHDRAWN","CITICORP CREDIT SERVICES, INC. (USA)","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","GLOBAL LENDING PROGRAM ANALYST","Y",91686,2016,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
"51358",51358,"CERTIFIED","LIFE TECHNOLOGIES CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE MARKET DEVELOPMENT MANAGER","Y",73299,2016,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
"51359",51359,"CERTIFIED","STAN SMITH EVENTS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING & EVENT ADMINISTRATOR","N",34236.8,2016,"ROSWELL, GEORGIA",-84.3615555,34.0232431
"51360",51360,"CERTIFIED","MACHINE ZONE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SR. ANALYST MARKETING ANALYTICS","Y",114338,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"51361",51361,"CERTIFIED","HARTFORD FIRE INSURANCE COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CLIENT SERVICE MANAGER","Y",73299,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"51362",51362,"CERTIFIED","THE SANDCASTLE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",23650,2016,"TUMON, NA",144.7878689,13.4970205
"51363",51363,"CERTIFIED","DELL SOFTWARE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CAMPAIGN SENIOR ADVISOR","Y",80845,2016,"ROUND ROCK, TEXAS",-97.678896,30.5082551
"51364",51364,"CERTIFIED","GOOGLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ANALYTICAL LEAD","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51365",51365,"CERTIFIED","DELL SOFTWARE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CAMPAIGN SENIOR ADVISOR","Y",80845,2016,"ROUND ROCK, TEXAS",-97.678896,30.5082551
"51366",51366,"CERTIFIED","GOOGLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","QUANTITATIVE BUSINESS ANALYST 1615.7415","Y",89690,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"51367",51367,"CERTIFIED","KELLY GRACE CORP","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",46675.2,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51368",51368,"CERTIFIED","SABOR TROPICAL MANAGEMENT CORP","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR OF MARKETING AND OPERATIONS","N",36338,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
"51369",51369,"CERTIFIED","SUNNY'S COACH SERVICES INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKETING SPECIALIST","N",42099,2016,"STERLING, VIRGINIA",-77.4291298,39.0066993
"51370",51370,"CERTIFIED","NAVITAS USA HOLDINGS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING AND RECRUITMENT OFFICER","N",45760,2016,"LOWELL, MASSACHUSETTS",-71.3161718,42.6334247
"51371",51371,"WITHDRAWN","REXEL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","INTERNATIONAL SPECIALIST","N",39166.4,2016,"BEAVERTON, OREGON",-122.8037102,45.487062
"51372",51372,"CERTIFIED","NETFLIX, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER, ORIGINALS PUBLICITY","Y",90605,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
"51373",51373,"CERTIFIED","OMD USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE DIRECTOR, MARKETING SCIENCES","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51374",51374,"CERTIFIED","PEPPERDINE UNIVERSITY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",49733,2016,"WEST LOS ANGELES, CALIFORNIA",NA,NA
"51375",51375,"CERTIFIED","SYMANTEC CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRINCIPAL MARKETING SPECIALIST","Y",89690,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"51376",51376,"CERTIFIED","ROBINSON PHARMA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT/PROJECT MANAGER","N",38126,2016,"SANTA ANA, CALIFORNIA",-117.8678338,33.7455731
"51377",51377,"CERTIFIED","33 UNIVERSAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","SENIOR BUSINESS DEVELOPMENT SPECIALIST","N",46675,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51378",51378,"CERTIFIED","CANARY CONNECT, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING STRATEGY ANALYST MANAGER","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51379",51379,"CERTIFIED","CONTINENTAL TIRE THE AMERICAS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER SALES OPERATIONS","Y",71261,2016,"FORT MILL, SOUTH CAROLINA",-80.9450759,35.0073697
"51380",51380,"CERTIFIED-WITHDRAWN","DELL SOFTWARE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING OPERATIONS SENIOR ANALYST","N",57346,2016,"ANN ARBOR, MICHIGAN",-83.7430378,42.2808256
"51381",51381,"CERTIFIED","DELL MARKETING L.P.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MERCHANDISING CONSULTANT","Y",98197,2016,"ROUND ROCK, TEXAS",-97.678896,30.5082551
"51382",51382,"CERTIFIED","MEDIACOM WORLDWIDE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR ANALYST","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51383",51383,"WITHDRAWN","PEPPERDINE UNIVERSITY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",49733,2016,"WEST LOS ANGELES, CALIFORNIA",NA,NA
"51384",51384,"CERTIFIED","BRISTOL-MYERS SQUIBB COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE DIRECTOR, WORLDWIDE COMMERCIAL HCV ANTIVIRALS","Y",83512,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
"51385",51385,"CERTIFIED","MICROSOFT CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR PARTNER/CHANNEL MARKETING MANAGER SMB","Y",84198,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
"51386",51386,"CERTIFIED","ENERNOC, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRODUCT MARKETING SPECIALIST","N",41205,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"51387",51387,"CERTIFIED","CHRISTIE'S INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","AVP, SENIOR STRATEGY MANAGER","Y",95514,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51388",51388,"CERTIFIED","ADMINISTRATIVE CLAIM SERVICE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",59072,2016,"WAKEFIELD, MASSACHUSETTS",-71.0723391,42.5039395
"51389",51389,"CERTIFIED","HELLO DESIGN, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIGITAL MEDIA PROJECT LEAD","N",54974,2016,"CULVER CITY, CALIFORNIA",-118.3964665,34.0211224
"51390",51390,"CERTIFIED","INFORMATION RESOURCES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CLIENT INSIGHTS CONSULTANT","N",63024,2016,"PLANO, TEXAS",-96.6988856,33.0198431
"51391",51391,"CERTIFIED","EVEREST GROUP USA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",34382,2016,"ONTARIO, CALIFORNIA",-117.6508876,34.0633443
"51392",51392,"CERTIFIED","RAJBHOG FOODS (NJ), INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT SPECIALIST","N",45136,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"51393",51393,"CERTIFIED","CG42, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ANALYST","N",54829,2016,"WILTON, CONNECTICUT",-73.4378988,41.1953739
"51394",51394,"CERTIFIED","BE FLUENT NYC, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKETING ANALYST","N",62961.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51395",51395,"CERTIFIED","SKIDMORE, OWINGS & MERRILL, LLP","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR MARKETING COORDINATOR","Y",93600,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"51396",51396,"CERTIFIED","THE WIRELESS CENTER","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",69306,2016,"CLEVELAND, OHIO",-81.6943605,41.49932
"51397",51397,"DENIED","HEALTH 4 HUMANITY INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYSTS","N",62150,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"51398",51398,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER JC50 - MARKET RESEARCH ANALYSTS","Y",79227,2016,"TEANECK, NEW JERSEY",-74.0116536,40.8932469
"51399",51399,"CERTIFIED","THE LAW OFFICES OF SPAR & BERNSTEIN P.C.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT STRATEGIST","N",46675.2,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51400",51400,"CERTIFIED","ANNIK INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",65062,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"51401",51401,"CERTIFIED","TRANSPERFECT TRANSLATIONS INTERNATIONAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR OF STRATEGIC ACCOUNTS, LINGUISTIC VALIDATION","N",52200,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"51402",51402,"CERTIFIED","ESURANCE INSURANCE SERVICES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER DATABASE MARKETING","Y",73299,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"51403",51403,"CERTIFIED","SHUTTERSTOCK, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIGITAL MARKETING SPECIALIST","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51404",51404,"CERTIFIED","INTERNATIONAL TRADEMARK ASSOCIATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","COMMUNICATIONS MANAGER","N",46675,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51405",51405,"CERTIFIED","HUA RONG INTERNATIONAL CORP.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKETING ANALYST","N",37149,2016,"CITY OF INDUSTRY, CALIFORNIA",-117.9586754,34.0197335
"51406",51406,"CERTIFIED-WITHDRAWN","MICROSOFT CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR PRODUCT MARKETING MANAGER","Y",84198,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
"51407",51407,"CERTIFIED","LOTUS ENERGY INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKET RESEARCH ANALYST","N",52104,2016,"HUDSON, NEW YORK",NA,NA
"51408",51408,"CERTIFIED","ORBITZ WORLDWIDE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR SEM ANALYST","N",51480,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"51409",51409,"CERTIFIED","14W ADMINISTRATIVE SERVICES LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE DIRECTOR OF VIP TRADING","N",50398,2016,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"51410",51410,"CERTIFIED","IT GLOBE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",40331,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"51411",51411,"CERTIFIED","CISCO SYSTEMS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING MANAGER","Y",91790,2016,"RESEARCH TRIANGLE PARK, NORTH CAROLINA",-78.8636402,35.8991678
"51412",51412,"CERTIFIED","CITICORP CREDIT SERVICES, INC. (USA)","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PROGRAM MANAGER","Y",91686,2016,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
"51413",51413,"CERTIFIED","WARNER ELEKTRA ATLANTIC CORP.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR, CONSUMER RELATIONSHIP MARKETING PRODUCT SOLUTIONS","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51414",51414,"WITHDRAWN","A & Z PHARMACEUTICAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PUBLIC RELATIONS MARKETING SPECIALIST","N",37461,2016,"HAUPPAUGE, NEW YORK",-73.2026138,40.8256536
"51415",51415,"DENIED","FREEOSK, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS ANALYST","N",37232,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"51416",51416,"CERTIFIED","DELL SOFTWARE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING OPERATIONS SENIOR ANALYST","N",57346,2016,"ANN ARBOR, MICHIGAN",-83.7430378,42.2808256
"51417",51417,"CERTIFIED","A & Z PHARMACEUTICAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PUBLIC RELATIONS MARKETING SPECIALIST","N",37461,2016,"HAUPPAUGE, NEW YORK",-73.2026138,40.8256536
"51418",51418,"CERTIFIED","LAS VEGAS RESORTS HOLDING, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","FAR EAST MARKETING SPECIALIST","N",43555,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
"51419",51419,"CERTIFIED","BE MY PROMO, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",41205,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"51420",51420,"CERTIFIED","EBAY INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR PRODUCT ANALYST","N",53019,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"51421",51421,"CERTIFIED","AMERISOFTPRO SYSTEMS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT SPECIALIST","N",63606,2016,"SOMERSET, NEW JERSEY",-74.4884868,40.497604
"51422",51422,"CERTIFIED","GOOGLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","STRATEGIC PARTNER DEVELOPMENT DEVELOPER","Y",95514,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51423",51423,"CERTIFIED","ARCELORMITTAL USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR ANALYST - STRATEGIC MARKETING","N",51480,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"51424",51424,"CERTIFIED","VIRGINIA ELECTRIC AND POWER COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET OPERATIONS SPECIALIST","Y",70824,2016,"GLEN ALLEN, VIRGINIA",-77.5063739,37.665978
"51425",51425,"CERTIFIED","RESPIRONICS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET INTELLIGENCE ANALYST","N",64272,2016,"MURRYSVILLE, PENNSYLVANIA",NA,NA
"51426",51426,"CERTIFIED","INDEED, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR, STRATEGIC PLANNING","Y",98197,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
"51427",51427,"CERTIFIED","PATIENTSLIKEME","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MEMBER ENGAGEMENT STRATEGY & PROGRAM MANAGER","Y",76960,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
"51428",51428,"CERTIFIED","UNICAREER LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET ANALYTICS MANAGER","N",62962,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51429",51429,"CERTIFIED","MAYFLOWER TEXTILE SERVICES CO.","MARKET RESEARCH ANALYSTS AND MARKETING","BUSINESS DEVELOPMENT MANAGER","N",37461,2016,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"51430",51430,"CERTIFIED","AMGEN INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR BIOPHARMACEUTICAL REP","N",62005,2016,"THOUSAND OAKS, CALIFORNIA",-118.8375937,34.1705609
"51431",51431,"CERTIFIED","FACEBOOK, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","GROWTH MARKETING MANAGER","Y",124474,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
"51432",51432,"CERTIFIED","BLUEPRINT RESEARCH GROUP, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CONSULTANT","Y",79227,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"51433",51433,"CERTIFIED","MITSUBISHI CATERPILLAR FORKLIFT AMERICA INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","COMMERCIAL MARKETING SPECIALIST","Y",87797,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"51434",51434,"CERTIFIED","DIGITAS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR ANALYST, STRATEGY AND ANALYSIS","N",59072,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
